Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
South Asia,SAS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.63549848,57.08632031,57.097643,57.28625518,57.47576125,57.60001287,57.71502756,57.89350891,57.72694618,57.85626322,57.78773115,57.95280405,58.2331896,58.40749943,58.53979613,58.54217985,58.53890223,58.8511701,58.81958575,58.73287778,58.77489092,58.87131256,58.78329355,59.1130222,59.07178377,59.03978227,59.17583333,59.1345949,59.26081309,59.21897874,59.26742793,58.95790135,58.94663825,59.02047373,58.94290227,58.82770955,58.96033943,58.95263603,59.02017515,58.98191383,58.84096826,58.84484941,58.74543218,58.79049667,58.76958765,58.66325033,58.54884811,58.63048291,58.7217956,58.57122076,58.59935833,58.57980699,58.58355473,58.5861309,58.59477589,58.56591799,58.45463308,58.41490059,58.44345797,58.28544761,58.26952886,58.25990251,,
Saudi Arabia,SAU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,40.08484944,40.09415311,40.10438714,40.11787746,40.12764631,40.13788035,40.14718401,40.16393061,40.18021203,40.20114528,40.2230089,40.24626807,40.27092278,40.30348562,40.32395369,40.35465579,40.37977569,40.40396522,40.42861994,40.45327466,40.47699901,40.50258409,40.59655113,42.99364094,45.41352474,47.81154492,50.23049835,52.62619261,55.02653871,57.44130549,57.53015551,57.56457908,60.83900469,64.09329173,67.3508351,70.60698287,73.86220032,77.58027516,80.85223921,80.84884723,80.84359456,80.84020259,80.83820621,80.83900088,80.83840005,80.83733399,80.83533756,80.832876,80.83134475,80.82097507,80.81804828,80.8132608,80.80847327,80.76614549,80.76261396,80.75968721,80.75913285,80.75825291,80.76366918,80.77340779,80.77323568,80.77323568,80.77323568,
Sudan,SDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6712848,59.66453961,59.66004283,59.82327623,59.98650964,60.14974304,60.31316916,60.31316916,60.31316916,60.31316916,60.31316916,60.31316916,
Senegal,SEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,44.91248117,44.91248117,45.43188075,45.43188075,45.95128032,45.95128032,46.47067989,47.35365917,46.24214408,46.03957825,46.4654859,46.4654859,46.72518569,46.98488547,46.98488547,46.97969148,45.93569833,45.93050434,45.92531034,45.92011635,45.91492235,45.90972835,45.90453436,45.89934036,45.89414637,45.88375838,45.87337038,45.86298239,45.84740041,46.06554823,45.23450891,45.60328261,45.80065444,46.30447203,45.78507246,46.26292006,44.81379525,43.57762427,47.32768919,46.88619955,45.70196852,45.44746273,44.83457124,45.120241,45.58250662,44.09702384,44.16454579,48.1743105,48.18989248,48.18989248,46.56417182,46.56417182,46.5797538,46.60052979,48.44959227,48.24183244,48.42362229,48.60541214,48.79758999,48.97937984,49.40009349,49.40009349,49.40009349,
Singapore,SGP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,20.89552239,20.89552239,19.40298507,19.40298507,19.40298507,19.40298507,19.40298507,17.91044776,17.91044776,17.91044776,14.92537313,16.41791045,16.41791045,13.43283582,11.94029851,11.94029851,11.94029851,11.94029851,11.94029851,11.94029851,10.44776119,8.955223881,8.955223881,8.955223881,7.462686567,5.970149254,4.47761194,4.47761194,2.985074627,2.985074627,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.791044776,1.777777778,1.164483261,1.161103048,1.103047896,1.080691643,1.151079137,1,1,1.054131054,1.036931818,1.033994334,0.947666195,0.930888575,0.930888575,0.930888575,0.926966292,0.924369748,0.921787709,0.919220056,0.919220056,0.919220056,0.919220056,
Solomon Islands,SLB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,1.964987496,2.000714541,2.036441586,2.107895677,2.107895677,2.107895677,2.215076813,2.215076813,2.286530904,2.286530904,2.357984995,2.322257949,2.39371204,2.429439085,2.429439085,2.465166131,2.536620222,2.536620222,2.572347267,2.608074312,2.608074312,2.608074312,2.643801358,2.715255448,2.715255448,2.750982494,2.822436584,2.965344766,2.965344766,3.458377992,3.469096106,3.615576992,3.583422651,3.679885673,3.354769561,3.483386924,3.479814219,3.51196856,3.59056806,3.612004287,3.62986781,3.66916756,3.715612719,3.70846731,3.737048946,3.890675241,3.833511969,3.901393355,
Sierra Leone,SLE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.1873095,36.25658077,36.35356054,36.42283181,36.49210308,36.56137434,36.63064561,36.76918814,36.83845941,36.90773067,36.97700194,37.04627321,37.11554447,37.18481574,37.254087,37.32335827,37.39262954,37.53117207,37.6697146,37.73898587,37.80825713,38.01607093,38.0853422,38.293156,38.98586866,39.05513993,39.12441119,39.13826545,39.13826545,39.13826545,39.13826545,38.99972291,38.9443059,38.93045165,38.93045165,38.93045165,38.9165974,38.9165974,38.84732613,38.93045165,41.58381823,44.75034636,49.41354946,52.26835689,52.8126905,55.83097811,50.20393461,51.43017456,52.659601,54.45247991,55.66126351,53.15392075,54.70559712,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,54.71044611,
El Salvador,SLV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,60.04796163,60.04796163,60.04316547,59.65467626,59.21822542,58.68105516,58.19664269,57.66426859,57.32374101,56.98321343,58.80095923,58.69544365,58.78657074,59.02158273,59.25659472,58.996139,59.18436293,60.91698842,63.07915058,63.31563707,61.13899614,59.49324324,59.05405405,59.29054054,60.00482625,60.72393822,60.47779923,61.1969112,60.9507722,61.33204633,61.9546332,62.81370656,62.56756757,62.46621622,62.26833977,60.13996139,59.89382239,61.28378378,62.53378378,62.09942085,61.66505792,60.98938224,60.55501931,61.80984556,58.81274131,58.73069498,59.90830116,59.72490347,59.54150579,59.35810811,59.16988417,58.98648649,58.8030888,58.6003861,59.02509653,58.59555985,58.16602317,57.70752896,57.70752896,57.70752896,57.70752896,57.70752896,57.70752896,
San Marino,SMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,38.33333333,38.33333333,38.33333333,38.33333333,38.33333333,38.33333333,38.33333333,38.33333333,38.33333333,
"Somalia, Fed. Rep.",SOM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.98597252,69.99394268,70.00191284,70.009883,70.01785316,70.02582332,70.03379348,70.04176364,70.0497338,70.05770396,70.06567412,70.07364428,70.08161444,70.0895846,70.09755475,70.10552491,70.11349507,70.12146523,70.12943539,70.13740555,70.14537571,70.15334587,70.16131603,70.16928619,70.17725635,70.18522651,70.19319667,70.1995728,70.20116683,70.2043549,70.2043549,70.20594893,70.20754296,70.21710715,70.22667134,70.2346415,70.24261166,70.24420569,70.24420569,70.24420569,70.25058182,70.28086843,70.31115504,70.38766857,70.33825358,70.25855198,70.17885038,70.33825358,70.33825358,70.33825358,70.17885038,70.17885038,70.33825358,70.33825358,70.33825358,70.33825358,70.3393694,70.33921,70.34128224,70.34160105,70.34144164,70.34303567,70.34335448,
Serbia,SRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44134461,40.85181797,41.20283558,40.22410245,40.26526412,40.34072719,39.59067002,39.91767665,40.09147039,39.80105191,39.51520695,39.09215641,39.60667734,39.56094214,41.40801522,41.44369128,41.25341896,40.38530146,
Sub-Saharan Africa (excluding high income),SSA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,37.08354069,37.06408954,37.09881659,37.09826105,37.08459678,37.09997384,37.103687,37.17100842,37.20339616,37.21949261,37.29722956,37.32091085,37.34091993,37.33003929,37.39668308,37.4319679,37.45434257,37.5316965,37.55892921,37.61769176,37.69176381,37.75156171,37.82945233,37.89902597,38.06648781,38.17412776,38.20654307,38.30871685,38.37907855,38.51864517,38.66235643,38.85211724,39.21843164,39.45455018,39.73156132,39.87363156,40.03555398,40.14980684,40.3866045,40.5548204,40.67219458,40.77805834,40.92618761,40.91147982,41.2617375,41.32301065,41.47257708,41.63854624,41.84772353,42.0373675,42.22077,43.93088964,44.10264788,44.22771676,44.38001236,44.48029228,44.59746242,44.79261491,44.86983193,44.95005031,45.07288673,45.13001727,,
South Sudan,SSD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.09662858,45.04078775,44.98494691,44.92910607,44.87326524,44.8174244,44.70574272,44.70574272,44.70542623,44.70859114,44.70859114,44.85818572,
Sub-Saharan Africa,SSF,Agricultural land (% of land area),AG.LND.AGRI.ZS,,37.082942,37.06349129,37.09821755,37.09766202,37.08399806,37.09937477,37.10308785,37.17040773,37.20279473,37.21889081,37.29662599,37.32030673,37.34031536,37.32943496,37.39607721,37.43136123,37.45373539,37.53108755,37.55831964,37.61708085,37.6911512,37.75099738,37.82888622,37.89845828,38.0659163,38.17355379,38.20596835,38.30809015,38.37845024,38.51796403,38.661672,38.85142848,38.80920834,39.0310045,39.29628672,39.43166552,39.58558485,39.6924321,39.92316111,40.08237132,40.19539418,40.29340005,40.48676189,40.29967886,40.65435278,40.74172505,40.92342833,41.05439068,41.27454983,41.48684458,41.69054523,43.38213198,43.55808822,43.68457022,43.84010881,43.94230785,44.06129737,44.26240164,44.3479648,44.43636566,44.5657132,44.60702555,,
Small states,SST,Agricultural land (% of land area),AG.LND.AGRI.ZS,,12.26624461,12.28513744,12.2953105,12.30984345,12.33614809,12.35213433,12.3608541,12.37684035,12.37974694,12.25258363,12.24604381,12.27946959,12.30155967,12.10638217,11.7107379,11.74828587,11.72713253,11.68563734,11.5565263,11.4214984,11.37345844,11.33064995,11.28566154,11.31554884,11.34747062,11.44638427,11.49263449,11.49816634,11.45995706,11.48234591,11.65119792,12.90293703,12.8794448,12.68408074,12.67029576,12.73679247,12.77721837,12.79129744,12.80427312,12.85603775,12.83585232,12.58047795,12.78527412,12.71491852,12.87466163,13.31478506,13.28208588,13.17311574,13.24112027,13.25642238,13.27026031,13.2817578,12.88846354,12.93575992,13.00773429,13.01071453,12.99394191,12.9912472,12.97419381,12.96373253,12.93487322,12.9204633,,
Sao Tome and Principe,STP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.45833333,36.45833333,36.45833333,36.45833333,37.5,37.5,37.5,37.5,37.5,37.5,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,38.54166667,34.375,35.41666667,30.20833333,31.25,31.25,31.25,32.29166667,31.25,30.20833333,31.25,31.25,31.25,32.29166667,29.16666667,29.16666667,28.125,32.29166667,36.45833333,37.5,37.5,37.5,37.5,36.45833333,35.41666667,35.41666667,35.41666667,35.41666667,35.41666667,34.375,35.41666667,36.45833333,36.45833333,38.54166667,38.54166667,41.66666667,42.70833333,43.75,43.75,43.75,44.79166667,44.79166667,44.79166667,
Suriname,SUR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,0.255439602,0.261669836,0.255439602,0.286590773,0.292821007,0.274130304,0.26790007,0.26790007,0.292821007,0.299051241,0.323972178,0.330202412,0.348893115,0.355123349,0.361353583,0.367583817,0.380044286,0.38627452,0.398734988,0.429886159,0.454807096,0.467267564,0.467267564,0.479728033,0.50464897,0.523339672,0.548260609,0.548260609,0.548260609,0.548260609,0.554490843,0.554490843,0.554490843,0.554490843,0.554490843,0.554490843,0.548260609,0.548260609,0.548260609,0.548260609,0.535800141,0.46103733,0.501533853,0.48284315,0.453561049,0.453561049,0.436116393,0.441100581,0.500910829,0.487827337,0.498418735,0.456053143,0.518355485,0.549506656,0.542030375,0.542030375,0.523339672,0.523339672,0.523339672,0.498418735,0.485958267,0.448576862,0.445038089,
Slovak Republic,SVK,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.85239085,50.85239085,50.85239085,50.81081081,50.83160083,50.79002079,50.79002079,50.72765073,46.88149688,46.50727651,46.47682395,40.20790021,40.35343035,40.31185031,40.12474012,40.27027027,40.1330838,40.43791978,40.12851439,40.08068541,39.37364831,39.29700499,39.27873217,39.22628952,39.08069884,39.28868552,39.20549085,39.16389351,38.60232945,38.45673877,37.95757072,
Slovenia,SVN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00397219,27.80536246,27.2591857,26.71300894,26.06752731,24.57795432,24.32969215,24.82621648,25.71996028,25.32274081,25.07447865,25.32274081,24.42899702,25.27308838,24.37934459,24.72691162,30.703557,31.02979281,30.96663391,30.80561898,30.36826717,30.29841112,30.52830189,30.60627724,30.65633999,30.54111361,30.39272164,30.40662681,30.31773306,30.34107388,30.32915516,30.35585686,
Sweden,SWE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,10.40163775,10.24206577,9.773169666,9.679881436,9.449115812,9.321458233,9.291998791,9.134881771,9.193800653,9.213440281,9.225715048,9.166796165,9.12751691,9.169251119,9.147156538,9.169251119,9.137336724,9.152066445,9.110332236,9.093147562,9.021953912,8.98512961,8.926210728,8.864836892,8.577607339,8.533418177,8.481864154,8.437674992,8.391030877,8.378756109,8.24373367,8.209364322,8.238823763,8.238823763,8.020332906,8.09398151,8.000693279,7.931954582,7.841121305,7.301277042,7.497182327,7.708308323,7.680812845,7.740959204,7.85879697,7.733348849,7.661664208,7.550945808,7.529833208,7.545790405,7.519767899,7.44219137,7.453435057,7.453410507,7.434988686,7.41674708,7.393300602,7.36634329,7.37821646,7.380671774,7.373305834,7.353663327,7.321924031,
Eswatini,SWZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,85.34883721,85.93023256,85.69767442,85.87209302,86.27906977,86.80232558,87.03488372,87.09302326,86.86046512,86.86046512,86.86046512,87.96511628,87.96511628,86.1627907,76.3372093,79.70930233,80.98837209,80.98837209,77.90697674,75.05813953,74.65116279,74.76744186,74.88372093,73.77906977,74.65116279,77.26744186,75.98837209,74.70930233,73.48837209,71.97674419,71.3372093,71.10465116,71.04651163,71.04651163,71.04651163,71.04651163,71.10465116,71.10465116,71.10465116,71.10465116,71.1627907,71.1627907,71.1627907,71.1627907,71.1627907,71.10465116,71.10465116,71.10465116,71.1627907,70.99088953,70.98837209,70.93023256,70.85735465,70.69767442,70.46511628,70.23255814,70,69.8255814,69.59302326,69.47674419,69.47674419,69.47674419,69.47674419,
Sint Maarten (Dutch part),SXM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,13.04347826,13.04347826,13.04347826,13.04347826,13.04347826,13.04347826,10.86956522,10.86956522,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,6.52173913,6.52173913,6.304347826,5.217391304,3.260869565,3.260869565,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,3.369565217,
Syrian Arab Republic,SYR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,81.29829144,81.4560888,81.84242029,80.82489934,77.80498422,74.16476222,74.16476222,73.02753292,73.15812384,73.23430188,73.22886059,77.05408641,78.77897486,78.99118511,76.76025683,77.33703341,76.3956905,76.22701056,75.96038742,76.51539885,76.80378714,76.79290456,76.12906736,76.03112417,75.91141582,75.74273588,75.67199913,74.72521493,73.4138644,73.43018827,73.52269017,74.07226031,74.23005768,75.01360322,75.02992709,75.03536838,75.11154641,74.83948199,74.91021874,74.60550658,74.67080205,74.86668843,75.23830274,75.74767119,75.32821267,75.57044056,75.67523415,75.68067959,75.73513396,75.73925829,75.77737842,75.81005282,75.81005282,75.79916136,75.78826989,75.78351032,75.80477591,75.79201656,75.75741437,75.76853455,74.99306758,74.09464684,74.09464684,
Turks and Caicos Islands,TCA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,
Chad,TCD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.01587302,38.02380952,38.04382344,38.11944091,38.19885642,38.19885642,38.23856417,38.23856417,38.23856417,38.23856417,38.23856417,38.23856417,38.23856417,38.24253494,38.28224269,38.28224269,38.30209657,38.31797967,38.35768742,38.39739517,38.41327827,38.43710292,38.45298602,38.47681067,38.46092757,38.61975858,38.61975858,38.61975858,38.61975858,38.69917408,38.69917408,38.77858958,38.77858958,38.85800508,38.85800508,38.85879924,38.85879924,38.94139136,39.10022236,39.17963787,39.45759212,39.73634053,39.89517154,39.89596569,39.97617535,39.97617535,39.97617535,39.97617535,39.97617535,39.97617535,39.97617535,39.97561944,
East Asia & Pacific (IDA & IBRD countries),TEA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.42305743,35.64332795,35.88148992,36.11474213,36.39609625,36.66291244,36.9337818,37.20842522,37.53390568,37.87159263,38.1438484,38.53450317,38.95197996,39.46879362,39.84094397,39.33269709,39.81421895,40.25445556,40.54340161,40.89013022,41.28686537,41.96114429,42.67903679,43.39462217,44.34540763,44.91275091,45.49039365,45.96551014,46.43508297,46.89241669,47.07259371,47.0931086,47.10293715,47.36586127,47.43352939,47.4903088,48.18487671,48.23065815,48.40009611,48.3377301,48.4710016,48.56257756,47.64649904,47.73875726,47.80411315,47.9943699,48.14282126,48.24499474,48.34481441,48.3493758,48.3923137,48.3749609,48.39048906,48.35440494,48.44531838,48.43173496,48.56265677,48.55678351,48.52212016,48.50452853,48.47288998,48.46735174,,
Europe & Central Asia (IDA & IBRD countries),TEC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,54.24464616,54.36235105,54.83940206,54.81309155,54.74177624,54.91140976,54.74246862,55.02426798,55.68480014,55.3150683,55.36699693,55.62317817,55.49093326,55.16482147,54.81378394,54.92664216,55.01872893,55.00695844,55.54978571,55.28598827,55.22852059,54.24187663,53.91230293,54.57975891,54.93702788,55.16689861,55.85166414,55.7166497,55.94124576,55.78812444,56.051988,29.27601734,29.15827718,29.13074538,28.8657118,28.75607577,28.84619924,28.78496276,28.7539946,28.74308339,28.67619988,28.57228116,28.46711658,28.40316077,28.33897056,28.32447911,28.195124,28.15117813,28.11251488,28.31258956,28.26004171,28.23606526,28.23182742,28.23245291,28.20406536,28.18026987,28.15624266,28.12669067,28.30804641,28.30018051,28.30466533,28.29609238,,
Togo,TGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.4441993,56.4441993,56.4441993,56.4441993,56.53612796,56.53612796,56.53612796,56.53612796,56.53612796,56.53612796,52.95091009,52.95091009,52.95091009,52.95091009,52.95091009,52.95091009,52.95091009,54.78948336,55.70876999,55.80069866,55.80069866,55.80069866,55.80069866,56.71998529,56.81191395,56.81191395,57.17962861,57.73120059,57.73120059,58.09891524,58.55855856,58.92627321,59.38591653,59.75363118,60.12134584,60.48906049,61.2244898,61.59220445,61.9599191,62.51149108,62.87920574,63.24692039,63.61463504,63.9823497,64.717779,65.63706564,66.09670895,66.83213826,67.19985291,67.38371024,67.38371024,70.78507079,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,70.2334988,
Thailand,THA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,22.80921529,23.44927479,24.38881168,24.83900644,25.32834857,25.85683807,26.3461802,26.81594864,27.24656971,27.88858658,28.18414923,29.81072246,31.4744857,33.04625262,33.70588581,34.34790268,35.16412535,35.96860381,36.60670594,37.06864491,37.85746442,38.71479183,38.94771869,39.24719607,40.27677191,40.66433087,41.57450723,41.7506704,41.76437198,41.85441093,42.11474094,41.83679461,41.58429408,41.76632935,41.94836462,42.13039989,42.31243516,42.49251307,42.67454834,42.85658361,43.03861888,43.22065415,43.40268942,43.5847247,43.76675997,43.94879524,44.12887314,44.31090841,44.49294369,44.67497896,44.68280843,44.69063791,44.69898687,44.71021159,44.71804107,44.71021159,44.71999843,44.717447,45.01947582,45.55168373,45.99816007,45.99816007,43.79807786,
Tajikistan,TJK,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.07344956,32.45927408,31.93769648,32.73792512,32.75935982,32.59502715,32.48785367,32.63789654,32.67362103,32.67362103,32.65933124,32.8379537,33.22377822,33.38096599,33.8310946,33.78822521,33.77393541,34.00543012,27.20920263,26.80765933,26.21463275,26.45684481,26.80097416,27.07615822,27.36436343,27.67994812,27.7728943,27.84062252,27.83125585,27.78874559,28.07262771,27.94653794,
Turkmenistan,TKM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.22396953,75.43676718,75.43676718,75.543166,75.543166,75.543166,75.543166,75.62828506,75.543166,75.543166,75.22396953,74.88349329,74.58557658,74.22382057,73.8407848,73.52158832,73.09599302,72.78743643,72.35120124,72.00646905,73.57611772,75.14576639,76.71541506,78.28506373,79.8547124,81.42436108,82.99400975,84.56365842,84.55876407,84.55365693,84.55365693,84.22156321,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,28.25945442,28.43582065,28.6014535,28.75600707,28.93698047,29.10080354,29.24121973,29.42324592,29.54982554,29.75897343,30.05389807,30.31828698,30.55816641,30.82390921,31.08448075,31.41205597,31.75291425,32.06113628,32.36264556,32.66667891,32.82785762,32.95815999,33.21625067,33.40855343,33.54616595,33.54500927,33.54472952,33.5383053,33.54109768,33.52570371,33.51878296,33.44502364,33.40939158,33.3595716,33.30706905,33.34200504,33.3811579,33.49461557,33.5232009,33.4989568,33.36577027,33.39809393,33.40303431,33.47755358,33.52834217,33.51317641,33.5683721,33.30946006,33.16969226,33.23983389,33.16456227,33.16385735,33.16688189,32.96336591,33.01518201,32.87854208,32.7130765,32.4735775,32.3286085,32.30617241,32.15329092,31.90697271,,
Timor-Leste,TLS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,15.46738399,15.46738399,15.46738399,15.46738399,15.46738399,15.46738399,15.60188299,15.60188299,15.66913248,16.34162744,16.34162744,16.47612643,16.81237391,16.81237391,17.14862139,17.35036987,17.61936785,18.22461332,18.56086079,18.76260928,18.96435777,19.09885676,19.23335575,19.43510424,19.63685272,19.83860121,20.10759919,20.37659718,20.51109617,21.38533961,22.19233356,22.19233356,22.52858104,22.86482851,22.86482851,22.99932751,23.066577,22.93207801,22.66308003,22.66308003,22.63618023,22.60928043,22.44788164,22.42098184,22.39408204,22.36718225,22.34028245,22.64963013,22.75722932,22.73032952,22.77067922,22.80430397,22.83792872,22.87155346,22.90517821,22.93880296,22.97242771,23.00605245,22.95897781,22.95897781,22.95897781,22.95897781,22.95897781,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.23398207,27.24103897,27.2762241,27.33605869,27.45046004,27.47192893,27.54438643,27.54677186,27.47123318,27.56297292,27.74108519,27.94643114,28.08352624,28.02877041,27.96317077,27.95986097,27.96830941,27.98590204,28.0919548,28.08032577,27.62287758,27.90155084,27.76373194,27.94349684,27.9401612,27.79067352,27.96045733,27.91185396,27.92127645,27.86535772,28.06003958,28.25123074,28.39129592,28.43457976,28.46036638,28.51796088,28.47695713,28.58794974,28.44898584,28.37548442,28.47279056,28.52000243,28.60073314,28.61267769,26.93654195,26.99972567,27.03007388,26.7326648,26.71650902,26.76102589,26.84846551,26.88240639,26.93258709,26.89593384,26.90208408,27.01584963,27.13349648,27.13680789,26.99260384,27.14538922,27.08266291,27.1633892,,
Tonga,TON,Agricultural land (% of land area),AG.LND.AGRI.ZS,,37.5,38.88888889,40.27777778,40.27777778,41.66666667,43.05555556,43.05555556,43.05555556,45.83333333,44.44444444,44.44444444,45.83333333,45.83333333,47.22222222,47.22222222,45.83333333,45.83333333,45.83333333,45.83333333,47.22222222,47.22222222,47.22222222,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,45.83333333,45.83333333,43.05555556,43.05555556,43.05555556,41.66666667,41.66666667,41.66666667,41.66666667,41.66666667,41.66666667,43.05555556,43.05555556,43.05555556,44.44444444,44.44444444,44.44444444,45.83333333,45.83333333,47.22222222,48.61111111,48.61111111,48.61111111,48.61111111,48.61111111,48.61111111,48.61111111,48.61111111,48.61111111,
South Asia (IDA & IBRD),TSA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.63549848,57.08632031,57.097643,57.28625518,57.47576125,57.60001287,57.71502756,57.89350891,57.72694618,57.85626322,57.78773115,57.95280405,58.2331896,58.40749943,58.53979613,58.54217985,58.53890223,58.8511701,58.81958575,58.73287778,58.77489092,58.87131256,58.78329355,59.1130222,59.07178377,59.03978227,59.17583333,59.1345949,59.26081309,59.21897874,59.26742793,58.95790135,58.94663825,59.02047373,58.94290227,58.82770955,58.96033943,58.95263603,59.02017515,58.98191383,58.84096826,58.84484941,58.74543218,58.79049667,58.76958765,58.66325033,58.54884811,58.63048291,58.7217956,58.57122076,58.59935833,58.57980699,58.58355473,58.5861309,58.59477589,58.56591799,58.45463308,58.41490059,58.44345797,58.28544761,58.26952886,58.25990251,,
